submission_id,file_name,method_name,prediction,most_similar,most_similar_index
65,GameBoard,|get||code|,|get||code|,|get||code|,2
65,GameBoard,|set||code|,|set||code|,|set||code|,3
65,GameBoard,|get||message|,|get||message|,|get||message|,4
65,GameBoard,|set||message|,|set||message|,|set||message|,5
65,Move,|get||player|,get,|e|,1047
65,Move,|set||player|,set,|e|,1047
65,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
65,Move,|set||move||x|,|set||move|,|set||move|,1
65,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
65,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
65,Player,|get||type|,|get||type|,|get||type|,28
65,Player,|set||type|,|set||type|,|set||type|,27
65,Player,|get||id|,|get||id|,|get||id|,30
65,Player,|set||id|,|set||id|,|set||id|,29
65,PlayGame,|get||type|,|get||type|,|get||type|,28
65,PlayGame,|set||type|,|set||type|,|set||type|,27
65,PlayGame,|get||id|,|get||id|,|get||id|,30
65,PlayGame,|set||id|,|set||id|,|set||id|,29
65,GameTest,|get||type|,|get||type|,|get||type|,28
65,GameTest,|set||type|,|set||type|,|set||type|,27
65,GameTest,|get||id|,|get||id|,|get||id|,30
65,GameTest,|set||id|,|set||id|,|set||id|,29
65,TicTacToeTest,|get||type|,|get||type|,|get||type|,28
65,TicTacToeTest,|set||type|,|set||type|,|set||type|,27
65,TicTacToeTest,|get||id|,|get||id|,|get||id|,30
65,TicTacToeTest,|set||id|,|set||id|,|set||id|,29
43,PlayGame,main,main,|ai|,1530
43,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,73
43,PlayGame,stop,stop,|to|,466
61,PlayGame,main,main,|ai|,1530
61,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
61,PlayGame,stop,stop,|to|,466
59,PlayGame,main,main,|ai|,1530
59,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
59,PlayGame,stop,stop,|to|,466
80,PlayGame,main,main,|ai|,1530
80,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
80,PlayGame,stop,stop,|to|,466
70,Message,|is||move||validity|,|is||move|,|is||move|,0
70,Message,|set||move||validity|,|set||move|,|set||move|,1
70,Message,|get||code|,|get||code|,|get||code|,2
70,Message,|set||code|,|set||code|,|set||code|,3
70,Message,|get||message|,|get||message|,|get||message|,4
70,Message,|set||message|,|set||message|,|set||message|,5
70,GameBoard,|is||move||validity|,|is||move|,|is||move|,0
70,GameBoard,|set||move||validity|,|set||move|,|set||move|,1
70,GameBoard,|get||code|,|get||code|,|get||code|,2
70,GameBoard,|set||code|,|set||code|,|set||code|,3
70,GameBoard,|get||message|,|get||message|,|get||message|,4
70,GameBoard,|set||message|,|set||message|,|set||message|,5
70,Move,|get||player|,get,|e|,1047
70,Move,|set||player|,set,|e|,1047
70,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
70,Move,|set||move||x|,|set||move|,|set||move|,1
70,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
70,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
70,Player,|get||type|,|get||type|,|get||type|,28
70,Player,|set||type|,|set||type|,|set||type|,27
70,Player,|get||id|,|get||id|,|get||id|,30
70,Player,|set||id|,|set||id|,|set||id|,29
70,PlayGame,|get||type|,|get||type|,|get||type|,28
70,PlayGame,|set||type|,|set||type|,|set||type|,27
70,PlayGame,|get||id|,|get||id|,|get||id|,30
70,PlayGame,|set||id|,|set||id|,|set||id|,29
97,PlayGame,main,main,|ai|,1530
97,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
97,PlayGame,stop,stop,|to|,466
82,PlayGame,main,main,|ai|,1530
82,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
82,PlayGame,stop,stop,|to|,466
27,PlayGame,main,main,|ai|,1530
27,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
27,PlayGame,stop,stop,|to|,466
9,Message,|set||message|,|set||message|,|set||message|,5
9,Message,|message||json|,|get||value|,|get||value|,120
9,Message,|get||code|,|get||code|,|get||code|,2
9,GameBoard,|set||message|,|set||message|,|set||message|,5
9,GameBoard,|message||json|,|get||value|,|get||value|,117
9,GameBoard,|get||code|,|get||code|,|get||code|,2
9,Calculator,add,foo,|o|,565
9,Calculator,division,|get||n|,|get||move||count|,529
9,Move,|set||move|,|set||move|,|set||move|,1
9,Move,|get||move||x|,|get||move|,|get||move|,661
9,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
9,Move,|get||player|,get,|e|,1047
9,Player,|get||type|,|get||type|,|get||type|,28
9,Player,|get||id|,|get||id|,|get||id|,30
9,PlayGame,|get||type|,|get||type|,|get||type|,28
9,PlayGame,|get||id|,|get||id|,|get||id|,30
9,CalculatorTest,|test||add|,|test||add|,|test||add||add|,768
9,CalculatorTest,|test||div||non||zero||denominator|,test,|es|,134
9,CalculatorTest,|test||div||zero||denominator|,test,|es|,133
42,PlayGame,main,main,|ai|,1530
42,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
42,PlayGame,stop,stop,|to|,466
5,Message,|is||move||valid|,|is||move|,|is||move|,0
5,Message,|set||move||validity|,|set||move|,|set||move|,1
5,Message,|get||code|,|get||code|,|get||code|,2
5,Message,|set||code|,|set||code|,|set||code|,3
5,Message,|get||message|,|get||message|,|get||message|,4
5,Message,|set||message|,|set||message|,|set||message|,5
5,Message,|to||json|,|to||json||string|,|to||json||string|,151
5,GameBoard,|is||move||valid|,|is||move|,|is||move|,0
5,GameBoard,|set||move||validity|,|set||move|,|set||move|,1
5,GameBoard,|get||code|,|get||code|,|get||code|,2
5,GameBoard,|set||code|,|set||code|,|set||code|,3
5,GameBoard,|get||message|,|get||message|,|get||message|,4
5,GameBoard,|set||message|,|set||message|,|set||message|,5
5,GameBoard,|to||json|,|to||json||string|,|to||json||string|,144
5,Move,|get||player|,get,|e|,1047
5,Move,|set||player|,set,|e|,1047
5,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
5,Move,|set||move||x|,|set||move|,|set||move|,1
5,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
5,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
5,Player,|get||type|,|get||type|,|get||type|,28
5,Player,|set||type|,|set||type|,|set||type|,27
5,Player,|get||id|,|get||id|,|get||id|,30
5,Player,|set||id|,|set||id|,|set||id|,29
5,PlayGame,|get||type|,|get||type|,|get||type|,28
5,PlayGame,|set||type|,|set||type|,|set||type|,27
5,PlayGame,|get||id|,|get||id|,|get||id|,30
5,PlayGame,|set||id|,|set||id|,|set||id|,29
5,Database,|get||type|,|get||type|,|get||type|,28
5,Database,|set||type|,|set||type|,|set||type|,27
5,Database,|get||id|,|get||id|,|get||id|,30
5,Database,|set||id|,|set||id|,|set||id|,29
5,DatabaseTest,|get||type|,|get||type|,|get||type|,28
5,DatabaseTest,|set||type|,|set||type|,|set||type|,27
5,DatabaseTest,|get||id|,|get||id|,|get||id|,30
5,DatabaseTest,|set||id|,|set||id|,|set||id|,29
5,PlayGameTest,|get||type|,|get||type|,|get||type|,28
5,PlayGameTest,|set||type|,|set||type|,|set||type|,27
5,PlayGameTest,|get||id|,|get||id|,|get||id|,30
5,PlayGameTest,|set||id|,|set||id|,|set||id|,29
5,MessageTest,|test||message||constructor|,|test||move||move|,|test||move||move|,179
5,MessageTest,|test||set||move||validity|,|test||move||move|,|test||move||move|,178
5,MessageTest,|test||set||code|,|test||code|,|test||code|,975
5,MessageTest,|test||set||message|,|test||message||message|,|test||message||message|,760
5,MessageTest,|test||to||json|,|test||to||json|,|test||to||json||to||json|,628
5,MoveTest,|test||move||constructor|,|test||move|,|test||move|,187
5,MoveTest,|test||set||player|,|test||move||move|,|test||move||move|,178
5,MoveTest,|test||set||move||x|,|test||move||move||move|,|test||move||move||move|,186
5,MoveTest,|test||set||move||y|,|test||move||move||move|,|test||move||move||move|,185
5,GameBoardTest,|test||move||constructor|,|test||move|,|test||move|,183
5,GameBoardTest,|test||set||player|,|test||move||move|,|test||move||move|,178
5,GameBoardTest,|test||set||move||x|,|test||move||move||move|,|test||move||move||move|,185
5,GameBoardTest,|test||set||move||y|,|test||move||move||move|,|test||move||move||move|,185
5,PlayerTest,|test||player||constructor|,|test||get|,|test||get|,630
5,PlayerTest,|test||set||type|,|test||type|,|test||type|,990
5,PlayerTest,|test||set||id|,|test||id|,|test||id||of|,992
84,PlayGame,main,main,|ai|,1530
84,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
84,PlayGame,stop,stop,|to|,466
25,PlayGame,main,main,|ai|,1530
25,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
25,PlayGame,stop,stop,|to|,466
87,PlayGame,main,main,|ai|,1530
87,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
87,PlayGame,stop,stop,|to|,466
8,PlayGame,main,main,|ai|,1530
8,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
8,PlayGame,stop,stop,|to|,466
34,PlayGame,main,main,|ai|,1530
34,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
34,PlayGame,stop,stop,|to|,466
35,PlayGame,main,main,|ai|,1530
35,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
35,PlayGame,stop,stop,|to|,466
23,Message,|is||move||validity|,|is||move|,|is||move|,0
23,Message,|set||move||validity|,|set||move|,|set||move|,1
23,Message,|get||code|,|get||code|,|get||code|,2
23,Message,|set||code|,|set||code|,|set||code|,3
23,Message,|get||message|,|get||message|,|get||message|,4
23,Message,|set||message|,|set||message|,|set||message|,5
23,GameBoard,|is||move||validity|,|is||move|,|is||move|,0
23,GameBoard,|set||move||validity|,|set||move|,|set||move|,1
23,GameBoard,|get||code|,|get||code|,|get||code|,2
23,GameBoard,|set||code|,|set||code|,|set||code|,3
23,GameBoard,|get||message|,|get||message|,|get||message|,4
23,GameBoard,|set||message|,|set||message|,|set||message|,5
23,Move,|get||player|,get,|e|,1047
23,Move,|set||player|,set,|e|,1047
23,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
23,Move,|set||move||x|,|set||move|,|set||move|,1
23,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
23,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
23,Player,|get||type|,|get||type|,|get||type|,28
23,Player,|set||type|,|set||type|,|set||type|,27
23,Player,|get||id|,|get||id|,|get||id|,30
23,Player,|set||id|,|set||id|,|set||id|,29
23,PlayGame,|get||type|,|get||type|,|get||type|,28
23,PlayGame,|set||type|,|set||type|,|set||type|,27
23,PlayGame,|get||id|,|get||id|,|get||id|,30
23,PlayGame,|set||id|,|set||id|,|set||id|,29
23,GameBoardTest,|get||type|,|get||type|,|get||type|,28
23,GameBoardTest,|set||type|,|set||type|,|set||type|,27
23,GameBoardTest,|get||id|,|get||id|,|get||id|,30
23,GameBoardTest,|set||id|,|set||id|,|set||id|,29
23,ApiTest,|get||type|,|get||type|,|get||type|,28
23,ApiTest,|set||type|,|set||type|,|set||type|,27
23,ApiTest,|get||id|,|get||id|,|get||id|,30
23,ApiTest,|set||id|,|set||id|,|set||id|,29
72,PlayGame,main,main,|ai|,1530
72,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
72,PlayGame,stop,stop,|to|,466
33,PlayGame,main,main,|ai|,1530
33,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
33,PlayGame,stop,stop,|to|,466
99,Message,|is||move||validity|,|is||move|,|is||move|,0
99,Message,|set||move||validity|,|set||move|,|set||move|,1
99,Message,|get||code|,|get||code|,|get||code|,2
99,Message,|set||code|,|set||code|,|set||code|,3
99,Message,|get||message|,|get||message|,|get||message|,4
99,Message,|set||message|,|set||message|,|set||message|,5
99,GameBoard,|get||p|,|get||p|,|get||p|,6
99,GameBoard,|set||p|,|set||p|,|set||p|,7
99,GameBoard,|get||p|,|get||p|,|get||p|,6
99,GameBoard,|set||p|,|set||p|,|set||p|,7
99,GameBoard,|is||game||started|,|is||started|,|is||started|,10
99,GameBoard,|set||game||started|,|set||started||started|,|set||started||started|,11
99,GameBoard,|get||turn|,|get||int|,|get||int|,12
99,GameBoard,|set||turn|,set,|e|,1047
99,GameBoard,|get||board||state|,|get||state|,|get||state|,1503
99,GameBoard,|set||board||state|,|set||state|,|set||state|,15
99,GameBoard,|get||winner|,get,|e|,1047
99,GameBoard,|set||winner|,|set||students|,|set||students|,18
99,GameBoard,|is||draw|,|is||draw|,|is||draw|,19
99,GameBoard,|set||draw|,|set||draw|,|set||draw|,20
99,Move,|get||player|,get,|e|,1047
99,Move,|set||player|,set,|e|,1047
99,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
99,Move,|set||move||x|,|set||move|,|set||move|,1
99,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
99,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
99,Player,|get||type|,|get||type|,|get||type|,28
99,Player,|set||type|,|set||type|,|set||type|,27
99,Player,|get||id|,|get||id|,|get||id|,30
99,Player,|set||id|,|set||id|,|set||id|,29
99,DataBase,|get||type|,|get||type|,|get||type|,28
99,DataBase,|set||type|,|set||type|,|set||type|,27
99,DataBase,|get||id|,|get||id|,|get||id|,30
99,DataBase,|set||id|,|set||id|,|set||id|,29
99,PlayGame,|get||type|,|get||type|,|get||type|,28
99,PlayGame,|set||type|,|set||type|,|set||type|,27
99,PlayGame,|get||id|,|get||id|,|get||id|,30
99,PlayGame,|set||id|,|set||id|,|set||id|,29
99,RobustTest,|get||type|,|get||type|,|get||type|,28
99,RobustTest,|set||type|,|set||type|,|set||type|,27
99,RobustTest,|get||id|,|get||id|,|get||id|,30
99,RobustTest,|set||id|,|set||id|,|set||id|,29
99,GameTest,|get||type|,|get||type|,|get||type|,28
99,GameTest,|set||type|,|set||type|,|set||type|,27
99,GameTest,|get||id|,|get||id|,|get||id|,30
99,GameTest,|set||id|,|set||id|,|set||id|,29
99,MethodTest,|get||type|,|get||type|,|get||type|,28
99,MethodTest,|set||type|,|set||type|,|set||type|,27
99,MethodTest,|get||id|,|get||id|,|get||id|,30
99,MethodTest,|set||id|,|set||id|,|set||id|,29
99,DataBaseTest,|get||type|,|get||type|,|get||type|,28
99,DataBaseTest,|set||type|,|set||type|,|set||type|,27
99,DataBaseTest,|get||id|,|get||id|,|get||id|,30
99,DataBaseTest,|set||id|,|set||id|,|set||id|,29
48,PlayGame,main,main,|ai|,1530
48,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
48,PlayGame,stop,stop,|to|,466
96,PlayGame,main,main,|ai|,1530
96,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
96,PlayGame,stop,stop,|to|,466
38,Message,|set||move||validity|,|set||move|,|set||move|,1
38,Message,|set||code|,|set||code|,|set||code|,3
38,Message,|set||message|,|set||message|,|set||message|,5
38,Message,|get||move||validity|,|is||move|,|is||move|,0
38,Message,|get||code|,|get||code|,|get||code|,2
38,Message,|get||message|,|get||message|,|get||message|,4
38,GameBoard,|set||p|,|set||p|,|set||p|,7
38,GameBoard,|set||p|,|set||p|,|set||p|,7
38,GameBoard,|set||game||started|,|set||started||started|,|set||started||started|,11
38,GameBoard,|set||turn|,set,|e|,1047
38,GameBoard,|set||board||state|,|set||state|,|set||state|,15
38,GameBoard,|set||winner|,|set||students|,|set||students|,18
38,GameBoard,|set||is||draw|,|set||draw|,|set||draw|,20
38,GameBoard,|get||p|,|get||p|,|get||p|,6
38,GameBoard,|get||p|,|get||p|,|get||p|,6
38,GameBoard,|get||player|,|get||id|,|get||id|,30
38,GameBoard,|get||game||started|,|is||started|,|is||started|,10
38,GameBoard,|get||turn|,|get||int|,|get||int|,12
38,GameBoard,|get||board||state|,|get||state|,|get||state|,1503
38,GameBoard,|get||winner|,get,|e|,1047
38,GameBoard,|get||is||draw|,|is||draw|,|is||draw|,19
38,GameBoard,|initialize||board||state|,reset,|on||connect|,698
38,GameBoard,|check||move||validity|,|move||move|,|move||move|,917
38,GameBoard,|make||move|,is,|get||all|,440
38,Move,|set||player|,set,|e|,1047
38,Move,|set||move||x|,|set||move|,|set||move|,1
38,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
38,Move,|get||player|,get,|e|,1047
38,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
38,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
38,Player,|set||type|,|set||type|,|set||type|,27
38,Player,|set||id|,|set||id|,|set||id|,29
38,Player,|get||type|,|get||type|,|get||type|,28
38,Player,|get||id|,|get||id|,|get||id|,30
38,PlayGame,|set||type|,|set||type|,|set||type|,27
38,PlayGame,|set||id|,|set||id|,|set||id|,29
38,PlayGame,|get||type|,|get||type|,|get||type|,28
38,PlayGame,|get||id|,|get||id|,|get||id|,30
67,PlayGame,main,main,|ai|,1530
67,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
67,PlayGame,stop,stop,|to|,466
39,PlayGame,main,main,|ai|,1530
39,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
39,PlayGame,stop,stop,|to|,466
89,Message,|is||move||validity|,|is||move|,|is||move|,0
89,Message,|set||move||validity|,|set||move|,|set||move|,1
89,Message,|get||code|,|get||code|,|get||code|,2
89,Message,|set||code|,|set||code|,|set||code|,3
89,Message,|get||message|,|get||message|,|get||message|,4
89,Message,|set||message|,|set||message|,|set||message|,5
89,GameBoard,|is||move||validity|,|is||move|,|is||move|,0
89,GameBoard,|set||move||validity|,|set||move|,|set||move|,1
89,GameBoard,|get||code|,|get||code|,|get||code|,2
89,GameBoard,|set||code|,|set||code|,|set||code|,3
89,GameBoard,|get||message|,|get||message|,|get||message|,4
89,GameBoard,|set||message|,|set||message|,|set||message|,5
89,Move,|get||player|,get,|e|,1047
89,Move,|set||player|,set,|e|,1047
89,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
89,Move,|set||move||x|,|set||move|,|set||move|,1
89,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
89,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
89,Player,|get||type|,|get||type|,|get||type|,28
89,Player,|set||type|,|set||type|,|set||type|,27
89,Player,|get||id|,|get||id|,|get||id|,30
89,Player,|set||id|,|set||id|,|set||id|,29
89,PlayGame,|get||type|,|get||type|,|get||type|,28
89,PlayGame,|set||type|,|set||type|,|set||type|,27
89,PlayGame,|get||id|,|get||id|,|get||id|,30
89,PlayGame,|set||id|,|set||id|,|set||id|,29
89,GameTest,|get||type|,|get||type|,|get||type|,28
89,GameTest,|set||type|,|set||type|,|set||type|,27
89,GameTest,|get||id|,|get||id|,|get||id|,30
89,GameTest,|set||id|,|set||id|,|set||id|,29
89,GameboardTest,|get||type|,|get||type|,|get||type|,28
89,GameboardTest,|set||type|,|set||type|,|set||type|,27
89,GameboardTest,|get||id|,|get||id|,|get||id|,30
89,GameboardTest,|set||id|,|set||id|,|set||id|,29
41,Message,|is||move||validity|,|is||move|,|is||move|,0
41,Message,|set||move||validity|,|set||move|,|set||move|,1
41,Message,|get||code|,|get||code|,|get||code|,2
41,Message,|set||code|,|set||code|,|set||code|,3
41,Message,|get||message|,|get||message|,|get||message|,4
41,Message,|set||message|,|set||message|,|set||message|,5
41,GameBoard,|get||p|,|get||p|,|get||p|,6
41,GameBoard,|set||p|,|set||p|,|set||p|,7
41,GameBoard,|get||p|,|get||p|,|get||p|,6
41,GameBoard,|set||p|,|set||p|,|set||p|,7
41,GameBoard,|is||game||started|,|is||started|,|is||started|,10
41,GameBoard,|set||game||started|,|set||started||started|,|set||started||started|,11
41,GameBoard,|get||turn|,|get||int|,|get||int|,12
41,GameBoard,|set||turn|,set,|e|,1047
41,GameBoard,|get||board||state|,|get||state|,|get||state|,1503
41,GameBoard,|set||board||state|,|set||state|,|set||state|,15
41,GameBoard,|get||winner|,get,|e|,1047
41,GameBoard,|set||winner|,|set||students|,|set||students|,18
41,GameBoard,|is||draw|,|is||draw|,|is||draw|,19
41,GameBoard,|set||draw|,|set||draw|,|set||draw|,20
41,Move,|get||player|,get,|e|,1047
41,Move,|set||player|,set,|e|,1047
41,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
41,Move,|set||move||x|,|set||move|,|set||move|,1
41,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
41,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
41,Player,|get||type|,|get||type|,|get||type|,28
41,Player,|set||type|,|set||type|,|set||type|,27
41,Player,|get||id|,|get||id|,|get||id|,30
41,Player,|set||id|,|set||id|,|set||id|,29
41,PlayGame,main,main,|ai|,1530
41,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
41,PlayGame,stop,stop,|to|,466
4,PlayGame,main,main,|ai|,1530
4,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
4,PlayGame,stop,stop,|to|,466
16,Message,|is||move||validity|,|is||move|,|is||move|,0
16,Message,|set||move||validity|,|set||move|,|set||move|,1
16,Message,|get||code|,|get||code|,|get||code|,2
16,Message,|set||code|,|set||code|,|set||code|,3
16,Message,|get||message|,|get||message|,|get||message|,4
16,Message,|set||message|,|set||message|,|set||message|,5
16,GameBoard,|get||p|,|get||p|,|get||p|,6
16,GameBoard,|set||p|,|set||p|,|set||p|,7
16,GameBoard,|get||p|,|get||p|,|get||p|,6
16,GameBoard,|set||p|,|set||p|,|set||p|,7
16,GameBoard,|is||game||started|,|is||started|,|is||started|,10
16,GameBoard,|set||game||started|,|set||started||started|,|set||started||started|,11
16,GameBoard,|get||turn|,|get||int|,|get||int|,12
16,GameBoard,|set||turn|,set,|e|,1047
16,GameBoard,|get||board||state|,|get||all|,|get||context|,533
16,GameBoard,|set||board||state|,|set||state|,|set||state|,15
16,GameBoard,|get||winner|,get,|e|,1047
16,GameBoard,|set||winner|,|set||students|,|set||students|,18
16,GameBoard,|is||draw|,|is||draw|,|is||draw|,19
16,GameBoard,|set||draw|,|set||draw|,|set||draw|,20
16,Move,|get||player|,get,|e|,1047
16,Move,|set||player|,set,|e|,1047
16,Move,|get||move||x|,|get||move||x|,|get||move||x|,920
16,Move,|set||move||x|,|set||move|,|set||move|,1
16,Move,|get||move||y|,|get||move||move|,|get||move||move|,25
16,Move,|set||move||y|,|set||move||y|,|set||move||y|,26
16,Player,|get||type|,|get||type|,|get||type|,28
16,Player,|set||type|,|set||type|,|set||type|,27
16,Player,|get||id|,|get||id|,|get||id|,30
16,Player,|set||id|,|set||id|,|set||id|,29
16,GameTest,|get||type|,|get||type|,|get||type|,28
16,GameTest,|set||type|,|set||type|,|set||type|,27
16,GameTest,|get||id|,|get||id|,|get||id|,30
16,GameTest,|set||id|,|set||id|,|set||id|,29
16,PlayGame,|get||type|,|get||type|,|get||type|,28
16,PlayGame,|set||type|,|set||type|,|set||type|,27
16,PlayGame,|get||id|,|get||id|,|get||id|,30
16,PlayGame,|set||id|,|set||id|,|set||id|,29
36,PlayGame,main,main,|ai|,1530
36,PlayGame,|send||game||board||to||all||players|,validate,|alidat|,70
36,PlayGame,stop,stop,|to|,594
95,Message,|valid||setter|,|set||up|,|set||up|,1155
95,Message,|invalid||setter|,|test||move||move|,|test||move||move|,178
95,Message,|getmove||validity|,|is||move|,|is||move|,0
95,Message,getcode,|get||code|,|get||code|,2
95,Message,getmessage,|get||message|,|get||message|,4
95,GameBoard,|check||winner|,|is||cell||editable|,|is||cell||editable|,476
95,GameBoard,|check||draw|,|is||empty|,|is||empty|,566
95,GameBoard,startgame,set,|e|,1047
95,GameBoard,joingame,init,|get||current||position||string|,692
95,GameBoard,setter,|is||cell||editable|,|is||cell||editable|,472
95,GameBoard,|get||game||started|,|is||started|,|is||started|,10
95,GameBoard,|get||winner|,get,|e|,1047
95,GameBoard,|get||is||draw|,|is||draw|,|is||draw|,19
95,GameBoard,|get||p|,|get||p|,|get||p|,6
95,GameBoard,|get||p|,|get||p|,|get||p|,6
95,GameBoard,|get||turn|,|get||int|,|get||int|,12
95,Move,getplayer,get,|e|,1047
95,Move,|getmove||x|,|get||move||x|,|get||move||x|,920
95,Move,|getmove||y|,|get||move||move|,|get||move||move|,25
95,Player,startgame,|set||type|,|set||type|,27
95,Player,joingame,|set||type|,|set||type|,27
95,Player,|get||type|,|get||type|,|get||type|,28
95,Player,|get||id|,|get||id|,|get||id|,30
95,DatabaseJdbc,startgame,|set||type|,|set||type|,27
95,DatabaseJdbc,joingame,|set||type|,|set||type|,27
95,DatabaseJdbc,|get||type|,|get||type|,|get||type|,28
95,DatabaseJdbc,|get||id|,|get||id|,|get||id|,30
95,PlayGame,startgame,|set||type|,|set||type|,27
95,PlayGame,joingame,|set||type|,|set||type|,27
95,PlayGame,|get||type|,|get||type|,|get||type|,28
95,PlayGame,|get||id|,|get||id|,|get||id|,30
95,GameTest,startgame,|set||type|,|set||type|,27
95,GameTest,joingame,|set||type|,|set||type|,27
95,GameTest,|get||type|,|get||type|,|get||type|,28
95,GameTest,|get||id|,|get||id|,|get||id|,30
95,DatabaseTest,startgame,|set||type|,|set||type|,27
95,DatabaseTest,joingame,|set||type|,|set||type|,27
95,DatabaseTest,|get||type|,|get||type|,|get||type|,28
95,DatabaseTest,|get||id|,|get||id|,|get||id|,30
95,UnitTest,startgame,|set||type|,|set||type|,27
95,UnitTest,joingame,|set||type|,|set||type|,27
95,UnitTest,|get||type|,|get||type|,|get||type|,28
95,UnitTest,|get||id|,|get||id|,|get||id|,30
14,PlayGame,main,main,|ai|,1530
