submission_id,file_name,method_name,prediction
5,Player,|get||id|,|get||id|
5,Player,|set||id|,|set||id|
5,PlayGame,|get||type|,|get||value|
5,PlayGame,|set||type|,|set||type||type|
5,PlayGame,|get||id|,|get||id|
5,PlayGame,|set||id|,|set||id|
5,Database,|get||type|,|get||value|
5,Database,|set||type|,|set||type||type|
5,Database,|get||id|,|get||id|
5,Database,|set||id|,|set||id|
5,DatabaseTest,|get||type|,|get||value|
5,DatabaseTest,|set||type|,|set||type||type|
5,DatabaseTest,|get||id|,|get||id|
5,DatabaseTest,|set||id|,|set||id|
5,PlayGameTest,|get||type|,|get||value|
5,PlayGameTest,|set||type|,|set||type||type|
5,PlayGameTest,|get||id|,|get||id|
5,PlayGameTest,|set||id|,|set||id|
5,MessageTest,|test||message||constructor|,|test||invalid|
5,MessageTest,|test||set||move||validity|,|test||invalid|
5,MessageTest,|test||set||code|,|test||get|
5,MessageTest,|test||set||message|,|test||message|
5,MessageTest,|test||to||json|,|test||invalid|
5,MoveTest,|test||move||constructor|,|test||get||value|
5,MoveTest,|test||set||player|,|test||get|
5,MoveTest,|test||set||move||x|,|test||revisions|
5,MoveTest,|test||set||move||y|,|test||revisions|
5,GameBoardTest,|test||move||constructor|,|test||get||value|
5,GameBoardTest,|test||set||player|,|test||get|
5,GameBoardTest,|test||set||move||x|,|test||revisions|
5,GameBoardTest,|test||set||move||y|,|test||revisions|
5,PlayerTest,|test||player||constructor|,|test||get||id|
5,PlayerTest,|test||set||type|,|test||type|
5,PlayerTest,|test||set||id|,|test||id|
84,PlayGame,main,add
84,PlayGame,|send||game||board||to||all||players|,|set||session|
84,PlayGame,stop,stop
25,PlayGame,main,add
25,PlayGame,|send||game||board||to||all||players|,|set||session|
25,PlayGame,stop,stop
87,PlayGame,main,add
87,PlayGame,|send||game||board||to||all||players|,|set||session|
87,PlayGame,stop,stop
8,PlayGame,main,add
8,PlayGame,|send||game||board||to||all||players|,|set||session|
8,PlayGame,stop,stop
34,PlayGame,main,add
34,PlayGame,|send||game||board||to||all||players|,|set||session|
34,PlayGame,stop,stop
35,PlayGame,main,add
35,PlayGame,|send||game||board||to||all||players|,|set||session|
35,PlayGame,stop,stop
23,Message,|is||move||validity|,|is||set|
23,Message,|set||move||validity|,|set||is||set|
23,Message,|get||code|,|get||id|
23,Message,|set||code|,|set||id|
23,Message,|get||message|,|get||message|
23,Message,|set||message|,|on||message|
23,GameBoard,|is||move||validity|,|is||set|
23,GameBoard,|set||move||validity|,|set||is||set|
23,GameBoard,|get||code|,|get||id|
23,GameBoard,|set||code|,|set||id|
23,GameBoard,|get||message|,|get||message|
23,GameBoard,|set||message|,|on||message|
23,Move,|get||player|,|get||output|
23,Move,|set||player|,|set||output|
23,Move,|get||move||x|,|get||id|
23,Move,|set||move||x|,|set||id|
23,Move,|get||move||y|,|get||id|
23,Move,|set||move||y|,|set||id|
23,Player,|get||type|,|get||value|
23,Player,|set||type|,|set||type||type|
23,Player,|get||id|,|get||id|
23,Player,|set||id|,|set||id|
23,PlayGame,|get||type|,|get||value|
23,PlayGame,|set||type|,|set||type||type|
23,PlayGame,|get||id|,|get||id|
23,PlayGame,|set||id|,|set||id|
23,GameBoardTest,|get||type|,|get||value|
23,GameBoardTest,|set||type|,|set||type||type|
23,GameBoardTest,|get||id|,|get||id|
23,GameBoardTest,|set||id|,|set||id|
23,ApiTest,|get||type|,|get||value|
23,ApiTest,|set||type|,|set||type||type|
23,ApiTest,|get||id|,|get||id|
23,ApiTest,|set||id|,|set||id|
72,PlayGame,main,add
72,PlayGame,|send||game||board||to||all||players|,|set||session|
72,PlayGame,stop,stop
33,PlayGame,main,add
33,PlayGame,|send||game||board||to||all||players|,|set||session|
33,PlayGame,stop,stop
99,Message,|is||move||validity|,|is||set|
99,Message,|set||move||validity|,|set||is||set|
99,Message,|get||code|,|get||id|
99,Message,|set||code|,|set||id|
99,Message,|get||message|,|get||message|
99,Message,|set||message|,|on||message|
99,GameBoard,|get||p|,get
99,GameBoard,|set||p|,|set||output|
99,GameBoard,|get||p|,get
99,GameBoard,|set||p|,|set||output|
99,GameBoard,|is||game||started|,|is||empty|
99,GameBoard,|set||game||started|,|set||transaction|
99,GameBoard,|get||turn|,|get||id|
99,GameBoard,|set||turn|,|set||id|
99,GameBoard,|get||board||state|,|get||property|
99,GameBoard,|set||board||state|,|set||id|
99,GameBoard,|get||winner|,|get||id|
99,GameBoard,|set||winner|,|set||id|
99,GameBoard,|is||draw|,|is||empty|
99,GameBoard,|set||draw|,|set||is||set|
99,Move,|get||player|,|get||output|
99,Move,|set||player|,|set||output|
99,Move,|get||move||x|,|get||id|
99,Move,|set||move||x|,|set||id|
99,Move,|get||move||y|,|get||id|
99,Move,|set||move||y|,|set||id|
99,Player,|get||type|,|get||value|
99,Player,|set||type|,|set||type||type|
99,Player,|get||id|,|get||id|
99,Player,|set||id|,|set||id|
99,DataBase,|get||type|,|get||value|
99,DataBase,|set||type|,|set||type||type|
99,DataBase,|get||id|,|get||id|
99,DataBase,|set||id|,|set||id|
99,PlayGame,|get||type|,|get||value|
99,PlayGame,|set||type|,|set||type||type|
99,PlayGame,|get||id|,|get||id|
99,PlayGame,|set||id|,|set||id|
99,RobustTest,|get||type|,|get||value|
99,RobustTest,|set||type|,|set||type||type|
99,RobustTest,|get||id|,|get||id|
99,RobustTest,|set||id|,|set||id|
99,GameTest,|get||type|,|get||value|
99,GameTest,|set||type|,|set||type||type|
99,GameTest,|get||id|,|get||id|
99,GameTest,|set||id|,|set||id|
99,MethodTest,|get||type|,|get||value|
99,MethodTest,|set||type|,|set||type||type|
99,MethodTest,|get||id|,|get||id|
99,MethodTest,|set||id|,|set||id|
99,DataBaseTest,|get||type|,|get||value|
99,DataBaseTest,|set||type|,|set||type||type|
99,DataBaseTest,|get||id|,|get||id|
99,DataBaseTest,|set||id|,|set||id|
48,PlayGame,main,add
48,PlayGame,|send||game||board||to||all||players|,|set||session|
48,PlayGame,stop,stop
96,PlayGame,main,add
96,PlayGame,|send||game||board||to||all||players|,|set||session|
96,PlayGame,stop,stop
38,Message,|set||move||validity|,|set||is||set|
38,Message,|set||code|,|set||id|
38,Message,|set||message|,|on||message|
38,Message,|get||move||validity|,|is||set|
38,Message,|get||code|,|get||id|
38,Message,|get||message|,|get||message|
38,GameBoard,|set||move||validity|,|set||is||set|
38,GameBoard,|set||code|,|set||id|
38,GameBoard,|set||message|,|on||message|
38,GameBoard,|get||move||validity|,|is||set|
38,GameBoard,|get||code|,|get||id|
38,GameBoard,|get||message|,|get||message|
38,Move,|set||player|,|set||output|
38,Move,|set||move||x|,|set||id|
38,Move,|set||move||y|,|set||id|
38,Move,|get||player|,|get||output|
38,Move,|get||move||x|,|get||id|
38,Move,|get||move||y|,|get||id|
38,Player,|set||type|,|set||type||type|
38,Player,|set||id|,|set||id|
38,Player,|get||type|,|get||value|
38,Player,|get||id|,|get||id|
38,PlayGame,|set||type|,|set||type||type|
38,PlayGame,|set||id|,|set||id|
38,PlayGame,|get||type|,|get||value|
38,PlayGame,|get||id|,|get||id|
67,PlayGame,main,add
67,PlayGame,|send||game||board||to||all||players|,|set||session|
67,PlayGame,stop,stop
39,PlayGame,main,add
39,PlayGame,|send||game||board||to||all||players|,|set||session|
39,PlayGame,stop,stop
89,Message,|is||move||validity|,|is||set|
89,Message,|set||move||validity|,|set||is||set|
89,Message,|get||code|,|get||id|
89,Message,|set||code|,|set||id|
89,Message,|get||message|,|get||message|
89,Message,|set||message|,|on||message|
89,GameBoard,|is||move||validity|,|is||set|
89,GameBoard,|set||move||validity|,|set||is||set|
89,GameBoard,|get||code|,|get||id|
89,GameBoard,|set||code|,|set||id|
89,GameBoard,|get||message|,|get||message|
89,GameBoard,|set||message|,|on||message|
89,Move,|get||player|,|get||output|
89,Move,|set||player|,|set||output|
89,Move,|get||move||x|,|get||id|
89,Move,|set||move||x|,|set||id|
89,Move,|get||move||y|,|get||id|
89,Move,|set||move||y|,|set||id|
89,Player,|get||type|,|get||value|
89,Player,|set||type|,|set||type||type|
89,Player,|get||id|,|get||id|
89,Player,|set||id|,|set||id|
89,PlayGame,|get||type|,|get||value|
89,PlayGame,|set||type|,|set||type||type|
89,PlayGame,|get||id|,|get||id|
89,PlayGame,|set||id|,|set||id|
89,GameTest,|get||type|,|get||value|
89,GameTest,|set||type|,|set||type||type|
89,GameTest,|get||id|,|get||id|
89,GameTest,|set||id|,|set||id|
89,GameboardTest,|get||type|,|get||value|
89,GameboardTest,|set||type|,|set||type||type|
89,GameboardTest,|get||id|,|get||id|
89,GameboardTest,|set||id|,|set||id|
41,Message,|is||move||validity|,|is||set|
41,Message,|set||move||validity|,|set||is||set|
41,Message,|get||code|,|get||id|
41,Message,|set||code|,|set||id|
41,Message,|get||message|,|get||message|
41,Message,|set||message|,|on||message|
41,GameBoard,|get||p|,get
41,GameBoard,|set||p|,|set||output|
41,GameBoard,|get||p|,get
41,GameBoard,|set||p|,|set||output|
41,GameBoard,|is||game||started|,|is||empty|
41,GameBoard,|set||game||started|,|set||transaction|
41,GameBoard,|get||turn|,|get||id|
41,GameBoard,|set||turn|,|set||id|
41,GameBoard,|get||board||state|,|get||property|
41,GameBoard,|set||board||state|,|set||id|
41,GameBoard,|get||winner|,|get||id|
41,GameBoard,|set||winner|,|set||id|
41,GameBoard,|is||draw|,|is||empty|
41,GameBoard,|set||draw|,|set||is||set|
41,Move,|get||player|,|get||output|
41,Move,|set||player|,|set||output|
41,Move,|get||move||x|,|get||id|
41,Move,|set||move||x|,|set||id|
41,Move,|get||move||y|,|get||id|
41,Move,|set||move||y|,|set||id|
41,Player,|get||type|,|get||value|
41,Player,|set||type|,|set||type||type|
41,Player,|get||id|,|get||id|
41,Player,|set||id|,|set||id|
41,PlayGame,main,|get||test|
41,PlayGame,|send||game||board||to||all||players|,|set||session|
41,PlayGame,stop,stop
4,PlayGame,main,add
4,PlayGame,|send||game||board||to||all||players|,|set||session|
4,PlayGame,stop,stop
16,Message,|is||move||validity|,|is||set|
16,Message,|set||move||validity|,|set||is||set|
16,Message,|get||code|,|get||id|
16,Message,|set||code|,|set||id|
16,Message,|get||message|,|get||message|
16,Message,|set||message|,|on||message|
16,GameBoard,|get||p|,get
16,GameBoard,|set||p|,|set||output|
16,GameBoard,|get||p|,get
16,GameBoard,|set||p|,|set||output|
16,GameBoard,|is||game||started|,|is||empty|
16,GameBoard,|set||game||started|,|set||transaction|
16,GameBoard,|get||turn|,|get||id|
16,GameBoard,|set||turn|,|set||id|
16,GameBoard,|get||board||state|,|get||mappings|
16,GameBoard,|set||board||state|,|set||value|
16,GameBoard,|get||winner|,|get||id|
16,GameBoard,|set||winner|,|set||id|
16,GameBoard,|is||draw|,|is||empty|
16,GameBoard,|set||draw|,|set||is||set|
16,Move,|get||player|,|get||output|
16,Move,|set||player|,|set||output|
16,Move,|get||move||x|,|get||id|
16,Move,|set||move||x|,|set||id|
16,Move,|get||move||y|,|get||id|
16,Move,|set||move||y|,|set||id|
16,Player,|get||type|,|get||value|
16,Player,|set||type|,|set||type||type|
16,Player,|get||id|,|get||id|
16,Player,|set||id|,|set||id|
16,GameTest,|get||type|,|get||value|
16,GameTest,|set||type|,|set||type||type|
16,GameTest,|get||id|,|get||id|
16,GameTest,|set||id|,|set||id|
16,PlayGame,|get||type|,|get||value|
16,PlayGame,|set||type|,|set||type||type|
16,PlayGame,|get||id|,|get||id|
16,PlayGame,|set||id|,|set||id|
36,PlayGame,main,add
36,PlayGame,|send||game||board||to||all||players|,|set||session|
36,PlayGame,stop,stop
95,Message,|valid||setter|,close
95,Message,|invalid||setter|,close
95,Message,|getmove||validity|,|is||set|
95,Message,getcode,|get||id|
95,Message,getmessage,|get||message|
95,GameBoard,|check||winner|,|is||equal|
95,GameBoard,|check||draw|,|is||empty|
95,GameBoard,startgame,|set||up|
95,GameBoard,joingame,|set||type||type|
95,GameBoard,setter,|is||equal|
95,GameBoard,|get||game||started|,|is||empty|
95,GameBoard,|get||winner|,|get||id|
95,GameBoard,|get||is||draw|,|is||empty|
95,GameBoard,|get||p|,get
95,GameBoard,|get||p|,get
95,GameBoard,|get||turn|,|get||id|
95,Move,getplayer,|get||output|
95,Move,|getmove||x|,|get||id|
95,Move,|getmove||y|,|get||id|
95,Player,startgame,|set||id|
95,Player,joingame,|set||id|
95,Player,|get||type|,|get||value|
95,Player,|get||id|,|get||id|
95,DatabaseJdbc,startgame,|set||id|
95,DatabaseJdbc,joingame,|set||id|
95,DatabaseJdbc,|get||type|,|get||value|
95,DatabaseJdbc,|get||id|,|get||id|
95,PlayGame,startgame,|set||id|
95,PlayGame,joingame,|set||id|
95,PlayGame,|get||type|,|get||value|
95,PlayGame,|get||id|,|get||id|
95,GameTest,startgame,|set||id|
95,GameTest,joingame,|set||id|
95,GameTest,|get||type|,|get||value|
95,GameTest,|get||id|,|get||id|
95,DatabaseTest,startgame,|set||id|
95,DatabaseTest,joingame,|set||id|
95,DatabaseTest,|get||type|,|get||value|
95,DatabaseTest,|get||id|,|get||id|
95,UnitTest,startgame,|set||id|
95,UnitTest,joingame,|set||id|
95,UnitTest,|get||type|,|get||value|
95,UnitTest,|get||id|,|get||id|
14,PlayGame,main,add
14,PlayGame,|send||game||board||to||all||players|,|set||session|
14,PlayGame,stop,stop
57,GameBoard,|set||player|,|set||output|
57,GameBoard,|get||player|,get
57,GameBoard,|set||player|,|set||output|
57,GameBoard,|get||player|,get
57,GameBoard,|set||game||started|,|set||transaction|
57,GameBoard,|get||game||started|,|is||set|
57,GameBoard,|set||turn|,|set||id|
57,GameBoard,|get||turn|,|get||max||id|
57,GameBoard,|set||board||state|,|set||id|
57,GameBoard,|get||board||state|,|get||mappings|
57,GameBoard,|set||winner|,|set||id|
57,GameBoard,|get||winner|,|get||max||id|
57,GameBoard,|set||is||draw|,|set||is||set|
57,GameBoard,|get||is||draw|,|is||set|
57,GameBoard,|is||full|,|is||empty|
57,GameBoard,|set||move||count|,|set||max||count|
57,GameBoard,|get||move||count|,|get||id|
57,TicTacToeService,|get||game||board|,|to||string|
57,TicTacToeService,|start||game|,execute
57,TicTacToeService,|join||game|,|create||test|
57,TicTacToeService,move,|get||context||context|
57,PlayGame,main,create
57,PlayGame,|send||game||board||to||all||players|,|set||session|
57,PlayGame,stop,stop
56,PlayGame,main,add
56,PlayGame,|send||game||board||to||all||players|,|set||session|
56,PlayGame,stop,stop
88,PlayGame,main,add
88,PlayGame,|send||game||board||to||all||players|,|set||session|
88,PlayGame,stop,stop
66,Message,|is||move||validity|,|is||set|
66,Message,|set||move||validity|,|set||is||set|
66,Message,|get||code|,|get||id|
66,Message,|set||code|,|set||id|
66,Message,|get||message|,|get||message|
66,Message,|set||message|,|on||message|
66,GameBoard,|is||move||validity|,|is||set|
66,GameBoard,|set||move||validity|,|set||is||set|
66,GameBoard,|get||code|,|get||id|
66,GameBoard,|set||code|,|set||id|
66,GameBoard,|get||message|,|get||message|
66,GameBoard,|set||message|,|on||message|
66,Move,|get||player|,|get||output|
66,Move,|set||player|,|set||output|
66,Move,|get||move||x|,|get||id|
66,Move,|set||move||x|,|set||id|
66,Move,|get||move||y|,|get||id|
66,Move,|set||move||y|,|set||id|
66,Player,|get||type|,|get||value|
66,Player,|set||type|,|set||type||type|
66,Player,|get||id|,|get||id|
66,Player,|set||id|,|set||id|
66,PlayGame,|get||type|,|get||value|
66,PlayGame,|set||type|,|set||type||type|
66,PlayGame,|get||id|,|get||id|
66,PlayGame,|set||id|,|set||id|
66,UnitTest,|get||type|,|get||value|
66,UnitTest,|set||type|,|set||type||type|
66,UnitTest,|get||id|,|get||id|
66,UnitTest,|set||id|,|set||id|
66,ApiTest,|get||type|,|get||value|
66,ApiTest,|set||type|,|set||type||type|
66,ApiTest,|get||id|,|get||id|
66,ApiTest,|set||id|,|set||id|
26,PlayGame,main,add
26,PlayGame,|send||game||board||to||all||players|,|set||session|
26,PlayGame,stop,stop
6,PlayGame,main,add
6,PlayGame,|send||game||board||to||all||players|,|set||session|
6,PlayGame,stop,stop
54,Message,|is||move||validity|,|is||set|
54,Message,|set||move||validity|,|set||is||set|
54,Message,|get||code|,|get||id|
54,Message,|set||code|,|set||id|
54,Message,|get||message|,|get||message|
54,Message,|set||message|,|on||message|
54,GameBoard,|is||move||validity|,|is||set|
54,GameBoard,|set||move||validity|,|set||is||set|
54,GameBoard,|get||code|,|get||id|
54,GameBoard,|set||code|,|set||id|
54,GameBoard,|get||message|,|get||message|
54,GameBoard,|set||message|,|on||message|
54,Persister,restore,|get||query|
54,Persister,save,execute
54,Player,|get||type|,|get||value|
54,Player,|set||type|,|set||type||type|
54,Player,|get||id|,|get||id|
54,Player,|set||id|,|set||id|
54,PlayGame,|get||type|,|get||value|
54,PlayGame,|set||type|,|set||type||type|
54,PlayGame,|get||id|,|get||id|
54,PlayGame,|set||id|,|set||id|
54,GameBoardTest,|get||type|,|get||value|
54,GameBoardTest,|set||type|,|set||type||type|
54,GameBoardTest,|get||id|,|get||id|
54,GameBoardTest,|set||id|,|set||id|
54,PersisterTest,init,run
54,PersisterTest,|init||test|,|test||update|
54,PersisterTest,|fresh||test|,|test||get|
54,PersisterTest,|save||test|,|test||history|
54,PersisterTest,|reinit||test|,|test||remove|
54,PersisterTest,|restore||test|,|test||get|
54,PlayGameTest,init,run
54,PlayGameTest,|persister||consistent||test|,|test||get|
54,PlayGameTest,|start||game||test||invalid||no||game|,|test||get|
54,PlayGameTest,|join||game||test||invalid||no||game|,|test||get|
54,PlayGameTest,|move||test||invalid||no||game|,|test||get|
54,PlayGameTest,|new||game||test|,|test||get|
54,PlayGameTest,|start||game||test||invalid||type||too||long|,|test||get|
54,PlayGameTest,|start||game||test||invalid||type||illegal||char|,|test||get|
54,PlayGameTest,|join||game||test||invalid||no||player|,|test||get|
54,PlayGameTest,|start||game||test||valid|,|test||get|
54,PlayGameTest,|join||game||test||valid|,|test||get|
54,PlayGameTest,|join||game||test||invalid||duplicate|,|test||get|
54,PlayGameTest,|move||test||invalid||bad||params|,|test||get|
54,PlayGameTest,|move||test||valid|,|test||get|
54,PlayGameTest,close,stop
63,PlayGame,main,add
63,PlayGame,|send||game||board||to||all||players|,|set||session|
63,PlayGame,stop,stop
83,PlayGame,main,add
83,PlayGame,|send||game||board||to||all||players|,|set||session|
83,PlayGame,stop,stop
60,Message,|get||move||validity|,|is||set|
60,Message,|get||code|,|get||id|
60,Message,|get||message|,|get||message|
60,Message,|set||move||validity|,|set||is||set|
60,Message,|set||code|,|set||id|
60,Message,|set||message|,set
60,GameBoard,|get||move||validity|,|is||set|
60,GameBoard,|get||code|,|get||id|
60,GameBoard,|get||message|,|get||message|
60,GameBoard,|set||move||validity|,|set||is||set|
60,GameBoard,|set||code|,|set||id|
60,GameBoard,|set||message|,set
60,Move,|get||player|,get
60,Move,|get||mx|,|get||id|
60,Move,|get||my|,|get||id|
60,Move,|set||player|,|set||output|
60,Move,|set||mx|,|set||id|
60,Move,|set||my|,|set||max||number|
60,Player,|get||type|,|get||value|
60,Player,|get||id|,|get||id|
60,Player,|set||type|,|set||type||type|
60,Player,|set||id|,|set||id|
60,PlayGame,|get||type|,|get||value|
60,PlayGame,|get||id|,|get||id|
60,PlayGame,|set||type|,|set||type||type|
60,PlayGame,|set||id|,|set||id|
60,PlayGameTest,|get||type|,|get||value|
60,PlayGameTest,|get||id|,|get||id|
60,PlayGameTest,|set||type|,|set||type||type|
60,PlayGameTest,|set||id|,|set||id|
60,GameBoardTest,|get||type|,|get||value|
60,GameBoardTest,|get||id|,|get||id|
60,GameBoardTest,|set||type|,|set||type||type|
60,GameBoardTest,|set||id|,|set||id|
13,Message,|is||valid|,|is||set|
13,GameBoard,|is||valid|,|is||set|
13,Move,|get||player|,|get||output|
13,Move,|get||x|,|get||id|
13,Move,|get||y|,|get||id|
13,Player,|get||type|,|get||value|
13,Player,|get||id|,|get||id|
13,AlreadyOccupiedExcpetion,code,|get||max||count|
13,AlreadyOccupiedExcpetion,cause,|get||name|
13,InvalidPositionException,code,|get||max||count|
13,InvalidPositionException,cause,|get||name|
13,NotYourTurnException,code,|get||max||count|
13,NotYourTurnException,cause,|get||name|
13,BoardReceiver,|get||board|,|get||id|
13,BoardReceiver,await,close
13,BoardReceiver,stop,stop
13,BoardReceiver,|on||connect|,after
13,BoardReceiver,|on||message|,|on||message|
13,GameTest,|get||board|,|get||id|
13,GameTest,await,close
13,GameTest,stop,stop
13,GameTest,|on||connect|,after
13,GameTest,|on||message|,|on||message|
94,Message,|get||valid|,|is||set|
94,Message,|get||code|,|get||id|
94,Message,|get||msg|,|get||message|
94,GameBoard,|get||valid|,|is||set|
94,GameBoard,|get||code|,|get||id|
94,GameBoard,|get||msg|,|get||message|
94,Move,|get||x|,|get||id|
94,Move,|get||y|,|get||id|
94,Move,|get||player|,get
94,Player,|get||type|,|get||value|
94,Player,|get||id|,|get||id|
94,DatabaseLite,|get||type|,|get||value|
94,DatabaseLite,|get||id|,|get||id|
94,PlayGame,|get||type|,|get||value|
94,PlayGame,|get||id|,|get||id|
94,GameBoardTest,|get||type|,|get||value|
94,GameBoardTest,|get||id|,|get||id|
94,PlayGameTest,|get||type|,|get||value|
94,PlayGameTest,|get||id|,|get||id|
30,Message,|set||move||validity|,|set||is||set|
30,Message,|is||move||validity|,|is||set|
30,Message,|set||code|,|set||id|
30,Message,|get||code|,|get||id|
30,Message,|set||message|,|on||message|
30,Message,|get||message|,|get||message|
30,Message,|to||json|,|get||string|
30,GameBoard,|set||move||validity|,|set||is||set|
30,GameBoard,|is||move||validity|,|is||set|
30,GameBoard,|set||code|,|set||id|
